dataset,ep_idx,label,note,updated_at,video
square_mh,29,full,,2026-05-11T23:55:12,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0029.mp4
square_mh,30,full,,2026-05-11T23:55:14,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0030.mp4
square_mh,31,full,,2026-05-11T23:55:16,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0031.mp4
square_mh,32,partial,,2026-05-11T23:55:18,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0032.mp4
square_mh,33,full,,2026-05-11T23:55:21,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0033.mp4
square_mh,34,full,,2026-05-11T23:55:23,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0034.mp4
square_mh,35,full,,2026-05-11T23:55:24,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0035.mp4
square_mh,36,partial,,2026-05-11T23:55:26,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0036.mp4
square_mh,37,partial,,2026-05-11T23:55:28,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0037.mp4
square_mh,38,partial,,2026-05-11T23:55:29,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0038.mp4
square_mh,39,partial,,2026-05-11T23:55:31,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0039.mp4
square_mh,40,partial,,2026-05-11T23:55:34,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0040.mp4
square_mh,41,full,,2026-05-11T23:55:36,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0041.mp4
square_mh,42,partial,,2026-05-11T23:55:37,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0042.mp4
square_mh,43,full,,2026-05-11T23:55:39,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0043.mp4
square_mh,44,partial,,2026-05-11T23:55:41,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0044.mp4
square_mh,45,partial,,2026-05-11T23:55:42,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0045.mp4
square_mh,46,full,,2026-05-11T23:55:44,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0046.mp4
square_mh,47,partial,,2026-05-11T23:55:45,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0047.mp4
square_mh,48,partial,,2026-05-11T23:55:47,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0048.mp4
square_mh,49,partial,,2026-05-11T23:55:48,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0049.mp4
square_mh,50,full,,2026-05-11T23:55:55,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0050.mp4
square_mh,51,partial,,2026-05-11T23:56:00,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0051.mp4
square_mh,52,full,,2026-05-11T23:56:07,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0052.mp4
square_mh,53,full,,2026-05-11T23:56:13,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0053.mp4
square_mh,54,full,,2026-05-11T23:56:18,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0054.mp4
square_mh,55,partial,,2026-05-11T23:56:20,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0055.mp4
square_mh,56,partial,,2026-05-11T23:56:26,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0056.mp4
square_mh,57,full,,2026-05-11T23:56:29,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0057.mp4
square_mh,58,full,,2026-05-11T23:57:12,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0058.mp4
square_mh,59,full,,2026-05-11T23:57:29,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0059.mp4
square_mh,60,full,,2026-05-11T23:58:10,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0060.mp4
square_mh,61,full,,2026-05-11T23:58:17,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0061.mp4
square_mh,62,partial,,2026-05-12T00:04:02,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0062.mp4
square_mh,63,full,,2026-05-12T00:00:46,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0063.mp4
square_mh,64,full,,2026-05-12T00:00:54,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0064.mp4
square_mh,65,full,,2026-05-12T00:00:58,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0065.mp4
square_mh,66,partial,,2026-05-12T00:01:05,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0066.mp4
square_mh,67,partial,,2026-05-12T00:04:06,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0067.mp4
square_mh,68,full,,2026-05-12T00:01:08,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0068.mp4
square_mh,69,full,,2026-05-12T00:01:11,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0069.mp4
square_mh,70,full,,2026-05-12T00:01:16,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0070.mp4
square_mh,71,full,,2026-05-12T00:01:23,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0071.mp4
square_mh,72,full,,2026-05-12T00:02:30,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0072.mp4
square_mh,73,full,,2026-05-12T00:02:33,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0073.mp4
square_mh,74,full,,2026-05-12T00:02:38,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0074.mp4
square_mh,75,full,,2026-05-12T00:04:09,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0075.mp4
square_mh,76,partial,,2026-05-12T00:04:16,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0076.mp4
square_mh,77,full,,2026-05-12T00:04:21,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0077.mp4
square_mh,78,partial,,2026-05-12T00:04:24,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0078.mp4
square_mh,79,full,,2026-05-12T00:04:27,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0079.mp4
square_mh,80,full,,2026-05-12T00:04:34,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0080.mp4
square_mh,81,full,,2026-05-12T00:04:36,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0081.mp4
square_mh,82,full,,2026-05-12T00:04:40,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0082.mp4
square_mh,83,full,,2026-05-12T00:04:47,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0083.mp4
square_mh,84,full,,2026-05-12T00:04:49,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0084.mp4
square_mh,85,full,,2026-05-12T00:04:52,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0085.mp4
square_mh,86,partial,,2026-05-12T00:04:55,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0086.mp4
square_mh,87,partial,,2026-05-12T00:04:57,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0087.mp4
square_mh,88,partial,,2026-05-12T00:04:59,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0088.mp4
square_mh,89,full,,2026-05-12T00:05:51,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0089.mp4
square_mh,90,full,,2026-05-12T00:05:55,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0090.mp4
square_mh,91,full,,2026-05-12T00:06:05,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0091.mp4
square_mh,92,partial,,2026-05-12T00:06:12,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0092.mp4
square_mh,93,partial,,2026-05-12T00:06:18,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0093.mp4
square_mh,94,partial,,2026-05-12T00:06:24,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0094.mp4
square_mh,95,full,,2026-05-12T00:06:26,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0095.mp4
square_mh,96,partial,,2026-05-12T00:06:30,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0096.mp4
square_mh,97,full,,2026-05-12T00:06:37,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0097.mp4
square_mh,98,full,,2026-05-12T00:06:46,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0098.mp4
square_mh,99,full,,2026-05-12T00:06:52,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0099.mp4
square_mh,100,unsure,,2026-05-12T00:08:00,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0100.mp4
square_mh,101,full,,2026-05-12T00:09:49,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0101.mp4
square_mh,102,unsure,,2026-05-12T00:09:55,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0102.mp4
square_mh,103,full,,2026-05-12T00:09:58,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0103.mp4
square_mh,104,full,,2026-05-12T00:10:01,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0104.mp4
square_mh,105,partial,,2026-05-12T00:10:04,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0105.mp4
square_mh,106,unsure,,2026-05-12T00:10:08,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0106.mp4
square_mh,107,unsure,,2026-05-12T00:10:10,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0107.mp4
square_mh,108,unsure,,2026-05-12T00:10:16,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0108.mp4
square_mh,109,unsure,,2026-05-12T00:10:21,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0109.mp4
square_mh,110,unsure,,2026-05-12T00:10:28,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0110.mp4
square_mh,111,unsure,,2026-05-12T00:10:33,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0111.mp4
square_mh,112,unsure,,2026-05-12T00:10:39,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0112.mp4
square_mh,113,unsure,,2026-05-12T00:10:47,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0113.mp4
square_mh,114,full,,2026-05-12T00:10:50,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0114.mp4
square_mh,115,unsure,,2026-05-12T00:10:59,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0115.mp4
square_mh,116,full,,2026-05-12T00:11:44,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0116.mp4
square_mh,117,full,,2026-05-12T00:12:25,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0117.mp4
square_mh,118,unsure,,2026-05-12T00:12:31,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0118.mp4
square_mh,119,unsure,,2026-05-12T00:12:34,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0119.mp4
square_mh,120,unsure,,2026-05-12T00:12:36,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0120.mp4
square_mh,121,unsure,,2026-05-12T00:12:40,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0121.mp4
square_mh,122,full,,2026-05-12T00:12:42,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0122.mp4
square_mh,123,unsure,,2026-05-12T00:12:45,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0123.mp4
square_mh,124,unsure,,2026-05-12T00:12:47,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0124.mp4
square_mh,125,unsure,,2026-05-12T00:12:50,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0125.mp4
square_mh,126,unsure,,2026-05-12T00:12:54,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0126.mp4
square_mh,127,full,,2026-05-12T00:12:58,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0127.mp4
square_mh,128,unsure,,2026-05-12T00:13:01,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0128.mp4
square_mh,129,partial,,2026-05-12T00:13:03,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0129.mp4
square_mh,130,unsure,,2026-05-12T00:13:07,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0130.mp4
square_mh,131,full,,2026-05-12T00:13:10,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0131.mp4
square_mh,132,full,,2026-05-12T00:13:16,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0132.mp4
square_mh,133,unsure,,2026-05-12T00:13:19,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0133.mp4
square_mh,134,full,,2026-05-12T00:13:22,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0134.mp4
square_mh,135,full,,2026-05-12T00:13:24,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0135.mp4
square_mh,136,unsure,,2026-05-12T00:13:28,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0136.mp4
square_mh,137,full,,2026-05-12T00:13:31,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0137.mp4
square_mh,138,unsure,,2026-05-12T00:13:34,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0138.mp4
square_mh,139,unsure,,2026-05-12T00:13:38,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0139.mp4
square_mh,140,unsure,,2026-05-12T00:13:40,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0140.mp4
square_mh,141,unsure,,2026-05-12T00:13:44,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0141.mp4
square_mh,142,unsure,,2026-05-12T00:13:47,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0142.mp4
square_mh,143,unsure,,2026-05-12T00:13:49,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0143.mp4
square_mh,144,unsure,,2026-05-12T00:13:52,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0144.mp4
square_mh,145,unsure,,2026-05-12T00:13:55,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0145.mp4
square_mh,146,unsure,,2026-05-12T00:13:58,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0146.mp4
square_mh,147,unsure,,2026-05-12T00:14:02,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0147.mp4
square_mh,148,unsure,,2026-05-12T00:14:05,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0148.mp4
square_mh,149,unsure,,2026-05-12T00:14:07,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0149.mp4
square_mh,150,partial,,2026-05-12T00:14:11,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0150.mp4
square_mh,151,full,,2026-05-12T00:14:14,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0151.mp4
square_mh,152,partial,,2026-05-12T00:14:16,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0152.mp4
square_mh,153,full,,2026-05-12T00:14:20,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0153.mp4
square_mh,154,partial,,2026-05-12T00:14:23,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0154.mp4
square_mh,155,full,,2026-05-12T00:14:26,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0155.mp4
square_mh,156,partial,,2026-05-12T00:14:29,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0156.mp4
square_mh,157,full,,2026-05-12T00:14:31,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0157.mp4
square_mh,158,partial,,2026-05-12T00:14:35,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0158.mp4
square_mh,159,partial,,2026-05-12T00:14:38,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0159.mp4
square_mh,160,partial,,2026-05-12T00:14:41,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0160.mp4
square_mh,161,full,,2026-05-12T00:15:28,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0161.mp4
square_mh,162,partial,,2026-05-12T00:15:31,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0162.mp4
square_mh,163,partial,,2026-05-12T00:15:33,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0163.mp4
square_mh,164,full,,2026-05-12T00:15:35,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0164.mp4
square_mh,165,partial,,2026-05-12T00:15:38,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0165.mp4
square_mh,166,full,,2026-05-12T00:15:40,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0166.mp4
square_mh,167,partial,,2026-05-12T00:15:42,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0167.mp4
square_mh,168,full,,2026-05-12T00:15:46,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0168.mp4
square_mh,169,full,,2026-05-12T00:15:49,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0169.mp4
square_mh,170,full,,2026-05-12T00:15:51,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0170.mp4
square_mh,171,partial,,2026-05-12T00:15:55,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0171.mp4
square_mh,172,partial,,2026-05-12T00:15:58,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0172.mp4
square_mh,173,partial,,2026-05-12T00:16:01,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0173.mp4
square_mh,174,partial,,2026-05-12T00:16:04,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0174.mp4
square_mh,175,partial,,2026-05-12T00:16:06,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0175.mp4
square_mh,176,partial,,2026-05-12T00:16:09,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0176.mp4
square_mh,177,partial,,2026-05-12T00:16:11,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0177.mp4
square_mh,178,partial,,2026-05-12T00:16:14,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0178.mp4
square_mh,179,full,,2026-05-12T00:16:19,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0179.mp4
square_mh,180,full,,2026-05-12T00:16:22,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0180.mp4
square_mh,181,partial,,2026-05-12T00:16:24,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0181.mp4
square_mh,182,full,,2026-05-12T00:16:27,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0182.mp4
square_mh,183,partial,,2026-05-12T00:16:30,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0183.mp4
square_mh,184,full,,2026-05-12T00:16:35,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0184.mp4
square_mh,185,full,,2026-05-12T00:16:37,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0185.mp4
square_mh,186,partial,,2026-05-12T00:16:39,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0186.mp4
square_mh,187,full,,2026-05-12T00:16:42,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0187.mp4
square_mh,188,partial,,2026-05-12T00:16:44,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0188.mp4
